Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Return on capital employed,Return on equity,Debt to equity,OPM,Sales growth 3Years,Profit growth 3Years,Price to Earning,EBIT,Net block,Enterprise Value,Promoter holding,Pledged percentage,Change in promoter holding 3Years
21st Cent. Mgmt.,526921,21STCENMGM,INE253B01015,Capital Markets,Other Capital Market related Services,41.16,43.22,-57.00,-57.21,0.00,-162.27,22.98,-12.57,,-17.12,0.63,39.67,64.43,0.00,1.66
360 ONE,542772,360ONE,INE466L01038,Capital Markets,Stockbroking & Allied,1200.00,48907.74,12.12,14.39,1.62,61.85,29.53,22.72,38.75,2842.28,3969.45,63357.46,6.20,0.00,-15.26
3P Land Hold.,516092,3PLAND,INE105C01023,Finance,Investment Company,31.74,57.13,2.38,1.78,0.00,64.86,22.83,12.28,25.17,3.04,1.60,56.93,73.30,0.00,0.00
5paisa Capital,540776,5PAISA,INE618L01018,Capital Markets,Stockbroking & Allied,368.35,1726.91,9.94,7.04,0.58,30.76,-1.86,0.40,39.06,92.96,17.59,687.76,36.50,0.00,3.11
A.K.Capital Serv,530499,AKCAPIT,INE701G01012,Finance,Non Banking Financial Company (NBFC),1708.10,1127.35,9.33,10.95,2.95,70.35,12.08,8.00,9.85,397.54,69.55,4153.26,72.24,0.00,0.74
Aadhar Hsg. Fin.,544176,AADHARHFC,INE883F01010,Finance,Housing Finance Company,471.10,20621.81,11.38,15.94,2.49,76.17,21.71,25.27,17.88,2889.15,137.52,38150.91,64.66,0.00,
Aar Shyam (I),542377,,INE512R01010,Finance,Non Banking Financial Company (NBFC),14.95,4.49,-23.85,-26.43,0.12,-262.50,-45.27,,,-0.21,0.00,4.74,40.54,0.00,31.96
AastamangalamFin,511764,,INE819K01014,Finance,Non Banking Financial Company (NBFC),31.84,49.47,13.25,11.98,0.60,97.31,72.42,86.72,5.53,16.29,0.02,77.55,28.49,0.00,-6.75
AAVAS Financiers,541988,AAVAS,INE216P01012,Finance,Housing Finance Company,1275.50,10113.99,9.92,13.91,3.11,73.82,18.61,15.04,14.72,1997.53,168.74,23956.26,48.88,0.00,9.75
Abans Financial,543712,AFSL,INE00ZE01026,Finance,Holding Company,211.92,1077.40,7.90,8.29,0.60,0.80,173.77,14.07,8.40,208.35,33.33,1223.03,71.11,0.00,-0.98
Abhinav Capital,532057,,INE516F01016,Finance,Non Banking Financial Company (NBFC),102.85,71.22,4.21,3.38,0.00,77.27,-31.18,-35.56,25.71,3.44,0.02,70.67,73.49,0.00,2.01
Abhinav Leasing,538952,,INE211D01027,Finance,Non Banking Financial Company (NBFC),1.10,5.50,6.27,10.30,5.64,38.38,-46.62,87.58,12.50,2.64,0.05,43.25,3.66,0.00,0.00
Abhishek Finle.,538935,,INE723C01015,Finance,Non Banking Financial Company (NBFC),66.54,30.69,1.81,1.15,0.00,-10.91,5.61,-8.04,,0.13,0.04,27.92,72.28,0.00,-0.46
Abirami Fin.,511756,,INE195I01013,Finance,Non Banking Financial Company (NBFC),36.00,19.44,3.45,2.59,0.00,,,-67.31,39.67,0.63,0.02,1.14,65.65,0.00,0.00
Acme Resources,539391,,INE636B01011,Finance,Non Banking Financial Company (NBFC),29.10,74.92,1.70,1.08,0.07,-5.86,-32.02,-51.46,64.59,2.10,0.05,81.08,73.42,0.00,-0.01
AD Manum Finance,511359,,INE556D01017,Finance,Non Banking Financial Company (NBFC),55.00,41.25,14.92,12.45,0.26,87.57,16.15,30.15,4.15,14.55,0.24,62.40,74.30,0.00,3.85
Adcon Capital,539506,,INE805Q01028,Finance,Non Banking Financial Company (NBFC),0.49,9.72,-3.15,-6.57,0.00,-21.63,101.48,,,-1.14,0.00,9.48,0.00,0.00,0.00
Adit.Birla Money,532974,BIRLAMONEY,INE865C01022,Capital Markets,Stockbroking & Allied,129.94,734.28,9.91,22.66,7.35,47.93,20.71,21.39,12.96,225.94,42.09,1774.03,73.53,0.00,0.00
Aditya AMC,543374,ABSLAMC,INE404A01024,Capital Markets,Asset Management Company,1047.90,30321.88,32.23,25.15,0.02,58.92,15.08,17.89,30.03,1306.99,116.39,30246.59,74.72,0.00,-11.77
Aditya Birla Cap,540691,ABCAPITAL,INE674K01013,Finance,Investment Company,405.55,111014.05,8.72,12.04,5.22,36.95,14.70,-6.63,27.58,17945.14,1997.54,285821.82,68.81,0.00,-0.30
Advik Capital,539773,ADVIKCA,INE178T01024,Finance,Non Banking Financial Company (NBFC),1.19,72.41,-5.13,-14.34,1.01,-1202.19,-86.86,,,-15.51,1.60,206.73,22.49,0.00,0.69
AGS Transact,543451,AGSTRA,INE583L01014,Financial Technology (Fintech),Financial Technology (Fintech),2.01,25.82,1.26,-16.31,2.00,4.55,-5.79,,,-96.47,630.61,981.52,26.47,0.00,-39.05
Ajcon Global,511692,,INE759C01027,Finance,Other Financial Services,6.67,40.80,2.93,0.84,0.37,3.83,61.74,-27.27,163.20,1.23,1.95,48.38,65.84,0.00,-1.63
Akiko,,AKIKO,INE0PMR01017,Finance,Other Financial Services,410.00,441.55,37.12,29.43,0.25,14.69,,,22.83,29.88,5.75,453.15,67.29,0.00,
Akme Fintrade,544200,AFIL,INE916Y01027,Finance,Non Banking Financial Company (NBFC),9.40,413.36,13.87,10.50,1.19,75.31,28.90,42.95,9.34,118.59,26.06,818.00,39.02,5.04,
Alacrity Sec.,535916,,INE030P01017,Finance,Other Financial Services,46.10,215.10,9.20,6.42,0.09,2.84,25.48,24.35,22.02,13.86,7.30,214.91,54.34,0.00,-11.39
Alfred Herbert,505216,ALFREDHE,INE782D01027,Finance,Non Banking Financial Company (NBFC),2855.00,219.84,11.70,-24.78,0.00,93.02,154.17,,5.97,43.86,27.86,167.38,73.87,0.00,0.00
Algoquant Fin,505725,ALGOQUANT,INE598D01035,Finance,Other Financial Services,64.56,1814.76,31.43,27.69,0.25,26.58,159.59,136.18,40.57,64.73,13.09,1693.77,73.68,32.42,7.77
Almondz Global,531400,ALMONDZ,INE326B01035,Capital Markets,Stockbroking & Allied,16.96,296.63,11.74,11.25,0.18,14.41,35.67,22.33,8.69,41.93,47.14,338.76,55.01,0.00,-4.65
Amarnath Sec.,538465,,INE745P01010,Finance,Non Banking Financial Company (NBFC),17.76,5.33,-202.34,-277.87,0.15,-3105.00,,,,-5.25,0.00,5.98,0.00,0.00,-55.68
Amit Securities,531557,,INE137E01014,Finance,Non Banking Financial Company (NBFC),41.61,29.54,0.93,3.34,0.00,2.34,5.95,8.74,49.23,0.14,0.00,29.37,63.34,0.00,0.00
AMPL Capital,539598,,INE727C01024,Finance,Non Banking Financial Company (NBFC),29.29,180.02,21.64,23.60,0.76,71.08,30.81,54.82,7.64,36.70,17.83,266.98,26.03,0.00,-20.09
Amrapali Capital,536737,,INE218P01018,Finance,Non Banking Financial Company (NBFC),57.36,56.10,9.02,5.63,0.35,0.05,720.15,98.79,11.54,10.16,22.65,79.42,64.66,0.00,0.00
Amrapali Fincap,539265,,INE990S01016,Finance,Investment Company,27.63,37.13,0.41,0.52,0.00,-3.95,-44.81,9.75,47.60,0.61,22.23,37.07,74.77,0.00,0.00
Anand Rathi Shar,544530,ARSSBL,INE549H01021,Capital Markets,Stockbroking & Allied,509.70,3214.49,19.82,14.17,0.62,41.31,25.81,50.01,21.78,381.23,76.83,511.45,69.62,6.15,
Anand Rathi Wea.,543415,ANANDRATHI,INE463V01026,Capital Markets,Financial Products Distributor,2213.40,36751.57,57.47,45.30,0.08,39.35,30.97,32.52,79.48,624.42,180.18,36611.72,41.37,13.83,-7.38
Angel One,543235,ANGELONE,INE732I01021,Capital Markets,Stockbroking & Allied,294.00,26862.41,14.77,15.59,1.30,37.38,19.61,1.22,26.03,1915.06,504.95,18253.33,28.59,0.00,-9.71
Anjani Finance,531878,,INE283D01018,Finance,Non Banking Financial Company (NBFC),8.30,8.42,1.45,1.05,0.00,40.82,-28.12,-54.33,52.62,0.20,0.02,3.66,53.38,0.00,0.63
Anna Infrastruct,530799,,INE336D01014,Finance,Non Banking Financial Company (NBFC),30.99,11.78,8.43,5.89,0.00,45.77,19.33,41.38,20.31,1.13,0.67,11.01,73.19,0.00,1.30
Anupam Finserv,530109,,INE069B01023,Finance,Non Banking Financial Company (NBFC),1.88,35.68,8.16,6.62,0.30,61.42,28.27,26.64,16.44,3.43,0.73,44.65,51.75,0.00,22.44
Apollo Finvest,512437,,INE412D01013,Finance,Non Banking Financial Company (NBFC),368.15,137.42,11.57,6.16,0.23,59.72,-22.45,-24.37,17.20,14.15,3.61,151.26,70.70,0.00,-0.03
Apoorva Leasing,539545,APOORVA,INE217S01014,Finance,Other Financial Services,27.63,55.19,0.23,0.22,0.00,13.39,-35.67,-46.24,183.97,0.30,117.47,54.93,52.66,0.00,0.00
Aptus Value Hou.,543335,APTUS,INE852O01025,Finance,Housing Finance Company,256.15,12828.45,15.41,20.11,1.56,82.40,26.10,23.30,13.03,1912.39,39.31,20141.48,23.86,0.00,-38.35
ARC Finance,540135,,INE202R01026,Finance,Other Financial Services,0.51,44.45,1.28,0.73,0.14,5.84,59.52,29.70,58.49,1.42,1.06,58.01,6.97,0.00,-5.05
Arihant Capital,511605,ARIHANTCAP,INE420B01036,Capital Markets,Stockbroking & Allied,79.39,870.22,11.00,7.69,0.54,34.78,14.38,3.22,21.73,79.20,33.94,600.12,67.68,0.00,-6.44
Arman Financial,531179,ARMANFIN,INE109C01017,Finance,Non Banking Financial Company (NBFC),2034.20,2138.91,11.74,6.26,1.90,52.37,15.07,-15.50,18.38,363.17,31.62,3515.75,22.00,0.00,-5.26
Arman Holdings,538556,,INE510P01018,Finance,Investment Company,116.90,60.91,18.65,13.95,0.00,12.66,-4.97,262.16,36.47,2.21,0.00,59.71,21.83,0.00,-3.10
Arnold Holdings,537069,,INE185K01036,Finance,Non Banking Financial Company (NBFC),13.95,33.17,9.50,7.08,1.32,6.67,1.19,7.78,7.90,14.35,1.34,78.11,20.28,0.00,7.04
Arunjyoti Bio,530881,,INE485K01022,Finance,Other Financial Services,4.83,90.02,-0.42,-5.42,0.78,5.10,151.71,,,-1.87,45.59,112.16,47.64,0.00,-1.33
Aryaman Capital,538716,,INE229R01011,Finance,Investment Company,430.00,515.02,31.88,29.96,0.00,65.38,8.15,165.20,20.94,29.88,1.49,489.92,74.28,0.00,0.00
Aryaman Fin.Serv,530245,ARYAMAN,INE032E01017,Finance,Non Banking Financial Company (NBFC),644.30,789.07,22.20,20.45,0.00,61.29,14.86,96.12,26.60,48.23,2.57,708.37,63.92,0.00,1.75
Aryan Share,542176,,INE016X01010,Finance,Other Financial Services,19.20,5.76,10.36,11.50,0.00,0.00,-18.37,49.93,6.40,1.39,0.04,5.60,55.18,0.00,-4.30
Ascom Leasing &,,ASCOM,INE08KD01015,Finance,Non Banking Financial Company (NBFC),210.90,247.05,13.21,10.04,0.04,59.49,2.44,1.98,46.97,7.55,0.99,244.49,74.85,0.00,0.87
Ashika Global Securities.,543766,ASHIKAG,INE094B01013,Finance,Non Banking Financial Company (NBFC),436.55,3227.22,13.33,7.49,0.22,53.11,,,42.98,151.00,186.11,3003.62,74.32,0.00,20.30
Ashirwad Cap.,512247,,INE894A01026,Finance,Other Financial Services,2.72,24.48,6.70,5.41,0.16,87.10,14.74,11.02,18.69,1.87,0.14,27.41,51.01,0.00,0.01
Ashtasidhhi Ind,531341,,INE373D01017,Finance,Non Banking Financial Company (NBFC),15.54,11.67,1.65,0.78,0.01,0.39,188.16,25.99,77.80,0.22,0.00,11.45,58.07,0.00,0.00
Asia Capital,538777,,INE131Q01011,Finance,Non Banking Financial Company (NBFC),108.00,33.39,3.02,2.69,0.00,28.57,-3.52,-11.21,208.69,0.23,0.00,31.03,75.00,0.00,0.00
Asit C Mehta Fin,530723,,INE041B01014,Capital Markets,Stockbroking & Allied,108.00,89.06,5.79,-6.84,4.63,10.99,21.98,21.96,,8.45,58.48,158.62,74.99,0.00,-2.54
Assam Entrade,542911,ASSAMENT,INE165G01010,Finance,Non Banking Financial Company (NBFC),778.05,112.02,5.13,3.12,0.03,-17.01,7.95,9.76,59.27,3.21,1.96,113.45,54.42,0.00,1.24
Atharv Enter,530187,,INE354E01031,Finance,Non Banking Financial Company (NBFC),4.20,7.14,1.40,0.94,0.02,-909.09,-16.01,19.98,37.58,0.31,0.78,7.47,7.17,0.00,0.00
AU Small Finance,540611,AUBANK,INE949L01017,Banks,Other Bank,1077.10,80844.77,7.66,14.25,8.34,54.70,31.45,22.81,28.30,13556.26,881.48,240404.21,22.74,0.00,-2.79
Authum Invest,539177,AIIL,INE206F01022,Finance,Non Banking Financial Company (NBFC),545.90,46359.22,13.76,13.16,0.21,87.95,88.86,99.93,22.15,2428.90,344.26,49134.54,68.81,0.00,-2.66
Available Fin.,531310,,INE325G01010,Finance,Other Financial Services,150.15,153.21,0.02,8.57,0.00,59.02,-0.55,-14.57,1.04,0.36,0.01,153.18,65.53,0.00,3.73
AvenuesAI,539807,CCAVENUE,INE483S01020,Financial Technology (Fintech),Financial Technology (Fintech),15.27,5326.78,7.71,6.64,0.09,3.95,60.52,29.90,17.96,378.66,3103.80,4827.82,27.29,0.00,-3.34
Avonmore Capital,511589,AVONMORE,INE323B01024,Finance,Non Banking Financial Company (NBFC),13.90,392.24,5.87,3.62,0.06,11.58,-3.41,-50.76,25.42,38.78,62.92,407.37,58.46,0.00,-10.66
Axis Bank,532215,AXISBANK,INE238A01034,Banks,Private Sector Bank,1265.00,393804.98,6.24,13.12,7.47,59.70,14.87,34.58,14.18,110326.05,6814.93,1991579.18,7.87,0.00,-0.32
Aye Finance,544699,AYE,INE501X01029,Finance,Non Banking Financial Company (NBFC),183.92,4538.88,11.38,9.24,2.00,43.68,42.79,53.24,19.11,841.91,61.73,8592.91,0.00,0.00,
B N Rathi Sec.,523019,,INE710D01028,Finance,Other Financial Services,18.42,76.90,18.94,12.60,0.00,11.71,10.52,6.75,7.28,15.47,3.31,-5.22,46.76,0.00,-11.34
B P Capital,536965,,INE947C01010,Finance,Non Banking Financial Company (NBFC),9.39,5.65,-3.07,-3.85,0.27,,,-7.72,,-0.18,0.00,6.83,7.06,0.00,0.00
Baid Finserv,511724,BAIDFIN,INE020D01022,Finance,Non Banking Financial Company (NBFC),9.74,157.88,10.93,7.27,1.23,53.77,20.98,12.98,10.32,52.44,5.91,434.39,49.73,0.00,14.93
Bajaj Finance,500034,BAJFINANCE,INE296A01032,Finance,Non Banking Financial Company (NBFC),1079.90,672340.81,10.87,18.25,3.82,68.14,25.57,18.62,32.83,57553.65,3946.56,1091697.98,54.68,0.00,-1.19
Bajaj Finserv,532978,BAJAJFINSV,INE918I01026,Finance,Holding Company,2002.00,320732.68,10.58,13.23,5.52,37.79,22.41,15.71,31.21,58249.72,6729.07,733028.60,58.72,0.00,-2.07
Bajaj Holdings,500490,BAJAJHLDNG,INE118A01012,Finance,Holding Company,11340.00,126202.86,11.00,11.90,0.00,84.69,29.06,18.56,14.25,9067.85,180.55,126180.58,51.46,0.00,0.00
Bajaj Housing,544252,BAJAJHFL,INE377Y01014,Finance,Housing Finance Company,85.00,70824.84,8.85,12.11,4.60,91.31,25.32,26.90,26.21,10546.88,154.07,174363.23,86.70,0.00,
Balmer Law. Inv.,532485,BLIL,INE525F01025,Finance,Holding Company,72.14,1601.31,16.91,12.67,0.15,13.48,5.32,17.37,8.94,410.22,883.09,1207.76,59.67,0.00,0.00
BAMPSL Sec.,531591,,INE802A01037,Finance,Non Banking Financial Company (NBFC),19.10,65.01,1.54,1.01,0.00,3.02,100.72,-2.38,162.52,0.61,0.29,65.00,10.83,0.00,0.00
Banas Finance,509053,,INE521L01030,Finance,Investment Company,7.49,67.09,7.86,7.10,0.00,34.43,41.55,30.28,3.10,21.82,0.04,59.09,26.58,0.00,8.99
Bandhan Bank,541153,BANDHANBNK,INE545U01014,Banks,Private Sector Bank,168.25,27106.95,6.41,4.88,7.06,46.36,10.89,-17.68,20.03,12738.86,931.02,194627.52,37.54,0.00,-2.45
Bank of Baroda,532134,BANKBARODA,INE028A01039,Banks,Public Sector Bank,241.90,125095.25,5.63,12.70,10.89,63.95,12.57,10.03,5.66,110515.32,12135.42,1909656.49,63.97,0.00,0.00
Bank of India,532149,BANKINDIA,INE084A01016,Banks,Public Sector Bank,144.00,65558.42,5.93,12.41,11.83,72.26,16.41,41.92,5.57,66255.08,11769.93,1094827.00,73.38,0.00,-8.03
Bank of Maha,532525,MAHABANK,INE457A01014,Banks,Public Sector Bank,83.80,64455.23,6.03,22.65,10.74,68.75,22.58,39.16,8.55,24551.95,2947.97,432791.08,73.60,0.00,-12.86
Bazel Internatio,539946,,INE217E01014,Finance,Non Banking Financial Company (NBFC),26.41,25.92,2.36,1.23,0.19,37.17,,,25.41,1.98,12.36,37.33,0.03,0.00,-0.43
BCL Enterprises,539621,,INE368E01023,Finance,Non Banking Financial Company (NBFC),0.76,8.86,-12.00,-55.68,9.52,-441.67,-55.80,,,-7.41,0.15,81.02,3.15,0.00,0.00
Beacon Trust.,,BEACON,INE639X01027,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",82.65,149.31,19.76,14.46,0.00,35.45,31.15,21.94,21.39,9.66,14.07,147.16,46.15,0.00,
BEML Land Assets,543898,BLAL,INE0N7W01012,Finance,Investment Company,166.14,691.88,-192.83,0.90,0.00,55.10,,26.32,302.13,1.00,9.73,691.86,54.03,0.00,0.00
Bengal & Assam,533095,BENGALASM,INE083K01017,Finance,Non Banking Financial Company (NBFC),6339.50,7229.50,3.92,8.11,0.06,15.63,-47.01,-4.65,9.40,432.36,488.34,7758.13,72.87,0.00,0.21
Bervin Invest.,531340,,INE348I01018,Finance,Other Financial Services,54.72,32.27,-50.22,-66.05,0.22,,,-24.07,21.37,1.98,0.00,33.95,73.55,0.00,0.00
Beryl Securities,531582,,INE508J01015,Finance,Non Banking Financial Company (NBFC),29.26,14.19,9.30,3.16,0.73,40.53,77.14,35.02,25.80,2.03,0.38,21.04,60.59,0.00,8.18
BF Investment,533303,BFINVEST,INE878K01010,Finance,Holding Company,442.80,1667.58,4.86,3.65,0.00,84.68,34.73,2.84,4.28,519.35,14.27,1098.83,74.13,0.00,0.00
BFL Asset Finves,539662,,INE948Q01018,Finance,Non Banking Financial Company (NBFC),7.60,7.75,-22.79,-42.24,1.37,8.36,157.56,,24.22,1.28,0.00,21.93,27.06,0.00,10.98
Bharat Bhushan,511501,,INE900A01013,Finance,Other Financial Services,24.09,16.29,0.76,0.36,0.00,43.30,7.97,-9.14,54.30,0.42,0.03,16.16,64.07,0.00,10.06
BIL Vyapar,500059,BILVYAPAR,INE071A01013,Finance,Holding Company,4.10,12.86,,,,,,25.98,,-0.03,0.00,179.05,51.27,0.00,-1.35
Billionbrains,544603,GROWW,INE0HOQ01053,Capital Markets,Stockbroking & Allied,191.46,120114.28,37.32,28.81,0.03,61.65,59.64,66.41,49.23,3347.34,1491.74,112067.66,27.14,1.31,
Biogen Pharma,531752,,INE703D01023,Finance,Other Financial Services,0.28,29.49,1.01,0.90,0.00,-4.49,,84.69,,-0.17,0.00,29.17,0.00,0.00,0.00
BLB,532290,BLBLIMITED,INE791A01024,Finance,Investment Company,15.98,84.48,40.25,29.29,0.00,5.00,50.35,82.68,3.08,38.56,4.63,74.41,45.77,0.00,-5.76
Blue Chip India,531936,BLUECHIP,INE657B01025,Finance,Investment Company,2.14,11.84,,,,-238.89,53.26,-15.66,,-0.39,0.01,11.82,11.24,0.00,0.00
Bombay Oxygen,509470,,INE01TL01014,Finance,Non Banking Financial Company (NBFC),19612.85,294.19,-0.81,-0.68,0.00,32.74,,,280.18,0.89,6.51,294.02,73.29,0.00,0.00
Bridge Securitie,530249,,INE958C01025,Finance,Other Financial Services,8.51,33.08,43.60,32.22,0.01,75.61,30.38,62.35,33.76,1.53,0.18,33.09,0.00,0.00,-0.48
Brijlaxmi Leas.,532113,,INE957E01031,Finance,Non Banking Financial Company (NBFC),8.55,5.53,6.42,10.30,3.02,47.57,9.55,117.22,8.78,1.47,0.08,26.55,24.58,0.00,10.88
BSE,,BSE,INE118H01025,Capital Markets,Exchange and Data Platform,3405.00,138685.34,59.99,46.05,0.00,64.30,76.95,126.22,48.98,3761.40,642.03,133512.56,0.00,0.00,0.00
BSEL ALGO,532123,,INE395A01016,Finance,Investment Company,4.03,34.91,-7.48,-7.47,0.00,-105.74,,,,-34.40,1.14,34.51,20.41,0.00,3.96
BYLD Capital Finance,511730,,INE759D01017,Finance,Non Banking Financial Company (NBFC),19.80,29.71,-37.92,-37.43,0.10,-1100.00,-42.76,,,-2.32,0.03,30.50,74.62,0.00,8.74
C D S L,,CDSL,INE736A01011,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",1414.70,29567.23,31.98,24.53,0.00,50.01,27.29,18.47,62.74,624.63,500.01,29486.36,15.00,0.00,0.00
Cams Services,543232,CAMS,INE596I01020,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries",762.00,18920.27,48.27,36.96,0.04,45.89,15.00,16.17,41.70,612.82,203.84,18603.69,0.00,0.00,-19.91
Can Fin Homes,511196,CANFINHOME,INE477A01020,Finance,Housing Finance Company,815.50,10858.76,9.14,19.66,6.40,92.09,15.43,20.47,9.61,3938.82,49.88,48812.15,29.99,0.00,0.00
Canara Bank,532483,CANBK,INE476A01022,Banks,Public Sector Bank,128.35,116421.81,6.52,16.08,14.28,71.43,13.74,17.89,5.86,114822.76,10561.06,1830276.80,62.93,0.00,0.00
Canara HSBC,544583,CANHLIFE,INE01TY01017,Insurance,Life Insurance,154.19,14648.05,8.35,8.11,0.15,0.50,11.06,11.56,111.54,146.22,34.06,14667.40,62.00,0.00,
Canara Robeco,544580,CRAMC,INE218I01013,Capital Markets,Asset Management Company,259.90,5182.86,40.11,30.28,0.02,63.44,30.80,37.24,23.73,296.23,22.75,5198.26,75.00,0.00,
Capfin India,539198,,INE960C01013,Finance,Non Banking Financial Company (NBFC),133.05,60.51,-9.32,-7.33,0.01,-187.88,-12.22,,,-0.62,0.00,56.69,71.12,0.00,52.97
Capital India,530879,CIFL,INE345H01024,Finance,Non Banking Financial Company (NBFC),20.72,810.27,1.17,-8.63,1.43,8.03,-7.17,-13.55,,16.99,84.47,1455.17,72.59,0.00,-0.45
Capital Small,544120,CAPITALSFB,INE646H01017,Banks,Other Bank,281.65,1280.53,7.07,10.09,7.58,64.64,15.76,14.74,8.50,805.85,101.90,12181.41,18.29,0.00,
Capital Trade Lk,538476,,INE172D01021,Finance,Non Banking Financial Company (NBFC),27.33,351.90,6.96,2.63,1.78,40.06,,,186.19,15.72,3.22,479.61,39.85,0.00,-0.43
Capital Trust,511505,CAPTRUST,INE707C01018,Finance,Non Banking Financial Company (NBFC),20.02,68.11,-16.80,-63.52,0.65,-39.90,-21.52,-0.85,,-16.08,2.09,103.34,54.13,0.00,-12.82
Capri Global,531595,CGCL,INE180C01042,Finance,Non Banking Financial Company (NBFC),257.98,24821.65,11.67,16.50,3.35,66.36,47.82,66.74,22.01,3419.74,364.11,46810.84,59.92,0.00,-9.99
CARE Ratings,534804,CARERATING,INE752H01013,Capital Markets,Ratings,1682.10,5062.10,26.30,19.69,0.03,41.59,19.25,27.02,28.49,245.36,122.40,4959.26,0.00,0.00,0.00
Caspian Corporat,534732,,INE176N01039,Finance,Other Financial Services,35.17,44.53,4.23,2.28,1.48,1.15,352.74,14.19,,-0.03,5.53,83.54,70.92,0.00,-4.05
Ceejay Finance,530789,,INE358C01010,Finance,Non Banking Financial Company (NBFC),166.50,57.44,11.40,9.72,0.52,56.11,10.22,4.27,7.20,14.33,6.27,99.30,59.03,0.00,-0.12
Central Bank,532885,CENTRALBK,INE483A01010,Banks,Public Sector Bank,30.54,27642.98,5.64,11.90,12.41,62.75,12.13,39.05,6.06,28970.37,5149.10,517791.10,81.19,0.00,-11.89
Centrum Capital,501150,CENTRUM,INE660C01027,Finance,Other Financial Services,23.05,1122.14,7.33,-84.62,51.52,26.01,45.07,-30.94,,1177.27,988.13,15896.04,39.44,23.57,0.95
Challani Capital,530747,,INE807A01010,Finance,Non Banking Financial Company (NBFC),18.73,28.10,9.50,9.50,0.05,29.75,30.06,40.57,59.79,0.47,0.30,26.40,74.99,53.36,0.04
Charter. Capital,511696,,INE953B01010,Finance,Other Financial Services,252.00,75.85,2.35,1.60,0.00,69.21,50.70,101.75,9.18,9.65,0.13,75.75,74.37,0.00,0.00
Choice Intl.,531358,CHOICEIN,INE102B01014,Finance,Holding Company,786.40,17519.14,17.96,16.13,0.54,35.28,41.74,53.59,76.85,429.09,393.18,17907.83,53.66,11.90,-2.32
Chola Financial,504973,CHOLAHLDNG,INE149A01033,Finance,Investment Company,1498.80,28144.09,9.75,17.47,13.61,55.71,29.20,23.71,10.55,22964.85,2208.66,223568.34,46.44,0.02,-1.95
Cholaman.Inv.&Fn,511243,CHOLAFIN,INE121A01024,Finance,Non Banking Financial Company (NBFC),1862.90,159103.95,9.71,19.35,6.93,68.58,34.17,25.26,27.67,22591.77,1868.64,355478.48,49.23,0.00,-2.23
Cil Securities,530829,,INE830A01012,Finance,Non Banking Financial Company (NBFC),38.85,19.43,7.02,5.18,0.00,29.64,-4.90,-13.50,11.30,2.26,0.80,10.52,75.00,0.00,0.00
Cindrella Fin.,531283,,INE897D01015,Finance,Non Banking Financial Company (NBFC),9.98,4.15,0.46,1.23,0.00,30.43,-43.00,-62.93,34.58,0.06,0.00,3.21,30.21,0.00,0.06
CitiPort Fin.,531235,,INE494D01011,Finance,Non Banking Financial Company (NBFC),49.21,15.26,16.41,9.42,0.00,69.51,42.42,149.33,46.24,0.57,0.00,15.23,29.01,0.00,0.00
City Union Bank,532210,CUB,INE491A01021,Banks,Private Sector Bank,222.24,22019.26,6.74,13.20,7.92,68.68,13.37,12.13,15.70,6017.61,468.53,99386.69,0.00,0.00,0.00
Classic Leasing,540481,,INE949C01016,Finance,Other Financial Services,54.94,67.30,10.83,66.08,0.99,73.65,101.04,203.66,47.06,1.43,0.02,74.75,38.41,0.00,4.91
CMX Holdings,532217,,INE027F01014,Finance,Other Financial Services,23.74,26.93,-50.75,,,,,,,-0.34,0.00,34.58,51.77,0.00,-12.53
Colab Platforms,542866,,INE317W01030,Finance,Other Financial Services,135.05,2755.02,23.14,17.19,0.06,1.02,,,569.22,6.65,0.09,2746.96,33.88,0.00,0.00
Comfort Comtrade,534691,,INE456N01019,Finance,Other Financial Services,14.91,14.94,-27.07,-27.61,0.35,-150.25,,,,-22.32,0.00,22.58,52.38,0.00,2.13
Comfort Fincap,535267,,INE274M01026,Finance,Non Banking Financial Company (NBFC),7.32,71.78,10.19,8.02,0.04,65.27,3.17,15.51,10.21,10.49,1.78,72.22,57.17,0.00,1.83
Cons. Finvest,,CONSOFINVT,INE025A01027,Finance,Non Banking Financial Company (NBFC),269.00,870.60,5.65,4.95,0.00,99.00,-46.94,-44.29,15.99,62.09,0.75,870.52,74.89,0.00,0.48
Consecutive Commodities,539091,,INE187R01029,Finance,Investment Company,1.15,73.67,17.44,14.40,0.00,6.79,,200.00,22.26,4.18,0.00,73.66,24.16,0.00,2.58
Cont. Securities,538868,,INE183Q01020,Finance,Non Banking Financial Company (NBFC),19.96,63.38,13.60,10.12,0.01,78.44,46.74,51.48,26.41,3.20,0.27,63.06,40.21,0.00,-2.72
Corporate Merch,540199,,INE850R01014,Finance,Other Financial Services,43.92,278.47,2.68,4.45,0.46,,,526.58,207.81,2.04,0.00,326.65,3.12,0.00,-71.58
CP Capital,533260,CPCAP,INE521J01018,Finance,Non Banking Financial Company (NBFC),114.16,207.69,9.83,7.61,0.13,85.48,-3.67,54.53,4.60,65.58,190.50,281.83,63.80,0.00,0.12
